nevado,. m. lunf. Cigarrillo de marihuana espolvoreada con cocaína.,,SLANG
newsletter,"[niusléter]. m. Boletín, publicación periódica especializada, impresa o difundida por medios electrónicos, que trata de asuntos relacionados con la actividad de la empresa, organismo, consultora, etc., que la produce.",,SLANG
nicho,". m. Porción del mercado, habitualmente pequeña, que responde a necesidades muy específicas de los consumidores, o a ofertas muy específicas de los productores.",“La X5 vino a ocupar su lugar en el nicho de las cuatro por cuatro de lujo”,SLANG
nick,". m. En foros, chats y otros sitios de internet similares, seudónimo que usa cada participante. nicoleño, ña. adj., m. y f. Natural del partido de San Nicolás, o de su cabecera, la ciudad de San Nicolás de los Arroyos, en la provincia de Buenos Aires. || adj. Relacionado con ese partido o con esa ciudad.",,INTERNET_SLANG
níspero,". m. pl. lunf. Testículos. || m. lunf. p. us. Juanete, hueso del pie que sobresale.","""Se sacamo larpargata y se refrescamo los pinreles en las fuentes porque te digo de los nísperos, estábamos que se nos salía humo""",SLANG
nocaut,"[nocáu o nocaut]. m. En el boxeo, triunfo que se consigue cuando se derriba al adversario sin que este se levante en menos de diez segundos. || Por ext., triunfo que se consigue cuando el adversario se levanta en menos de diez segundos pero no se halla en condiciones de seguir peleando. || Estado de semiinconciencia en que está un boxeador cuando ha recibido uno o más golpes fuertes, aunque no haya caído. || m. lunf. Estado de aturdimiento en que se encuentra una persona ante un hecho que la abruma. || Nocaut técnico. loc. s. m. En el boxeo, triunfo que se consigue cuando el árbitro detiene la pelea por clara inferioridad o por una herida importante del rival.",,SLANG
noni,". m. coloq. Sueño, necesidad o ganas de dormir. || Hacer noni. fr. coloq. Dormir, estar en profundo reposo. nono, na. m. y f. coloq. Abuelo, padre del padre o de la madre de una persona. noqueador, ra. m. y f. Boxeador de potente pegada, que habitualmente gana por nocaut.",,SLANG
notebook,"[nóutbuk]. f. Computadora portátil, del tamaño de un portafolios aproximadamente. notero, ra. m. y f. Persona que en los programas de televisión realiza pequeñas entrevistas fuera del estudio.",,SLANG
novi,. m. lunf. Vino.,,SLANG
nuevejuliense,". adj., com. Natural de la ciudad de 9 de Julio, o del partido homónimo, en la provincia de Buenos Aires. || adj. Relacionado con ese partido o con esa ciudad.",,SLANG
ñapar,". tr. lunf. desus. Tomar, agarrar. ñato, ta. m. y f. coloq. Persona innominada. [El DRAE trae el adj. 'chato (de nariz poco prominente)' como americanismo y 'nariz de una persona', como s. f., con marca de uso coloquial en la Argentina, Cuba, El Salvador, Nicaragua y Uruguay, amén de dos significados propios de Uruguay. El DIHA trae ñata 'nariz'].",,SLANG
ñaupa,". Del tiempo de ñaupa. loc. adj. coloq. Muy antiguo. (""Una palabra del tiempo de ñaupa""). || En el tiempo de ñaupa. fr. coloq. Hace mucho tiempo.",,SLANG
ñeri,". m. lunf. Amigo, compañero.",,SLANG
ñoba,. m. lunf. Cuarto de aseo o cuarto de baño.,,SLANG
ñocorpi,". m. lunf. Corpiño, sostén.",,SLANG
ñudo,. Al ñudo. loc. adv. m. coloq. Inútilmente.,,SLANG
oblar,". intr., tr. lunf. Pagar, dar lo que se debe.",,SLANG
off,"side, offside u off-side [ofsáid]. m. En el fútbol y el rugby, posición antirreglamentaria en que se halla un jugador. ojeado, da. adj. Dicho de una persona o de una cría de animal: que ha sido objeto de mal de ojo. [Es lo que dice el DRAE, que restringe su uso a Honduras y Uruguay].",,IDIOM
ojete,. f. lunf. Suerte favorable. [El DRAE da esta acepción como vulgarismo usado en Uruguay; asimismo registra la acepción coloquial de 'ano' sin marca diatópica].,,SLANG
okey,". adv. m. Se usa para manifestar asentimiento o conformidad. || Bien, según es debido; correctamente, apropiadamente. || m. Aprobación, visto bueno.",,SLANG
olavarriense,". adj., com. Natural de la ciudad de Olavarría, o del partido homónimo, en la provincia de Buenos Aires. || adj. Relacionado con ese partido o con esa ciudad. opositor, ra. adj. Relacionado con la oposición política. (""Los diputados opositores no bajaron al recinto""). [Para el DRAE sólo es sustantivo; entre otras acepciones da 'persona que se opone a otra' y, como americanismo, 'partidario de la oposición']. orejero, ra. adj., m. y f. coloq. Persona que toca un instrumento musical sin tener conocimientos teóricos.","""Músicos orejeros, como los de la Guardia Vieja""",SLANG
orre,". adj., com. lunf. p. us. Persona vaga, holgazana. || Habitante de un arrabal, especialmente si da muestra de mala educación o de inurbanidad. || Persona pobre. || adj. lunf. p. us. Dicho de una cosa: propia de un orre. [El DRAE trae reo con la exageradísima definición de 'dicho de una persona: antisocial, contrario, opuesto a la sociedad, al orden social', con marca de uso coloquial en los países del Plata; también, como uruguayismo coloquial, trae 'desaliñado, sucio, de modales groseros'. El DIHA no dice nada].",,SLANG
orto,". m. lunf. gros. Culo, conjunto de las nalgas. || Culo, ano. || Suerte favorable. || Cerrar el orto. fr. lunf. gros. Callar, cesar en la argumentación, en la queja, en la alegación, etc. || Chuparle el orto a alguien. fr. lunf. gros. Adularlo servilmente para conseguir algo de él. || Del orto. loc. adj. lunf. gros., análoga de la castellana del culo, usada para encarecer la condición negativa de una persona, cosa o situación. || Estar como el orto, o para el orto. fr. lunf. gros. Estar en una mala situación emocional, económica, etc. || Estar del orto. fr. lunf. gros. Dicho de una persona: estar bajo los efectos de una sustancia psicoactiva, o más de una, o bajo los de la abstinencia de ella. || Dicho de una persona: decir o hacer despropósitos. || Hacerle el orto a alguien. fr. lunf. gros. Sodomizarlo. || Ir algo como el orto. fr. lunf. gros. Ir de culo una cosa, ir mal o desarrollarse insatisfactoriamente. || Irle a alguien como el orto, o para el orto. fr. lunf. gros. Irle mal. || La loma del orto. loc. s. f. lunf. gros. El culo del mundo, lugar muy lejano. || Meterse alguien algo en el orto. fr. lunf. gros. usada para rechazar enfáticamente algo que generalmente se ha pedido o que ha sido ofrecido. || Pasarse algo por el orto. fr. lunf. gros. Despreciarlo, desdeñarlo. || Poner (una) cara de orto. fr. lunf. gros. Poner mala cara, acoger mal. || Romperle el orto a alguien. fr. lunf. gros. Sodomizarlo, especialmente por primera vez. || Vencerlo. || Perjudicarlo. || Romperse el orto. fr. lunf. gros. Esforzarse sobremanera. || Tener cara de orto. fr. lunf. gros. Tener cara larga, la que expresa tristeza o contrariedad.",,SLANG
pagadiós,. m. lunf. Acto de retirarse de un lugar sin pagar lo que se ha consumido o comprado.,,SLANG
paganini,". com. lunf. Persona que por generosidad o ingenuidad paga gastos ajenos. || m. lunf. Hombre que frecuenta prostitutas. paisano, na. m. y f. lunf. Persona de ascendencia hebrea.",,SLANG
paja,". adj., com. lunf. vulg. Fiaca, perezoso, indolente, desganado. (“Es re paja el chabón este”. “Desde que me levanté estoy re paja”). || f. lunf. vulg. Fiaca, pereza, abulia, apatía. (“No, no lo hice. Lo hago después. Tengo una paja ahora…”). || Paja mental. loc. s. f. gros. Tontería, paparrucha, idea o afirmación desatinada. Se usa más en pl. [Paja 'masturbación' es castellano puro y ortodoxo].",,SLANG
pajita,". f. Paja o pajilla, pequeño tubo plástico que sirve para sorber líquidos, especialmente refrescos. palermitano, na. adj., m. y f. Persona que nació o vive en el barrio de Palermo, en la ciudad de Buenos Aires. || adj. Relacionado con ese barrio.",,SLANG
palito,". m. Tipo de helado que se come asiéndolo de un palillo introducido en su base. || Bocadito para copetín, salado, generalmente frito, a base de harina de trigo, de dos o tres cm de largo y cinco mm de diámetro aproximadamente. Se usa más en pl. [El DRAE la da con la acepción 'polo (helado)' con marca de uruguayismo. Y dice de polo 'tipo de helado que se come cogiéndolo de un palillo hincado en su base', aclarando que debe su nombre a una marca registrada; por supuesto, no añade la marca de españolismo...].",,SLANG
pan,". Pan dulce. m. Tipo de pan de origen milanés, preparado con levadura, azúcar, huevos, frutos secos y desecados, etc., que se come especialmente en la celebración de Navidad. || m. lunf. Nalgas, principalmente las femeninas. [El DIHA registra pan de Viena y pan de leche].",,SLANG
pandulce,". m. lunf. Pan dulce, nalgas.",,SLANG
panqueque,". m. lunf. Veleta, persona inconstante y mudable. [El DIHA trae 'pasta delgada en forma de disco (...) que se fríe en manteca'].",,SLANG
pañito,". m. Compresa higiénica, tira desechable de celulosa u otra materia similar que sirve para absorber el flujo menstrual.",,SLANG
paponia,". f. lunf. Ganga, cosa apreciable que se adquiere barato o con poco trabajo. || Negocio fácil y de gran rendimiento. || Cosa muy conveniente o fácil de hacer.",,SLANG
pararse,". prnl. lunf. Lograr una posición económica sólida. || prnl. Dicho del pene: erguirse. || Pararse de manos. fr. Dicho del caballo: encabritarse. || Dicho del jinete: encabritar al caballo. || fr. lunf. Contender, disputar, discutir. [El DRAE da la primera acepción con marca de uso en Cuba, Perú y Uruguay. El DIHA anota 'estar o poner de pie'].",,SLANG
parate,". m. Compás de espera, detención de un asunto por un tiempo relativamente corto. || Estancamiento, suspensión indefinida de la marcha de una negociación o cualquier asunto similar.",,SLANG
pareja,". f. Persona con la que se tiene una relación amorosa que conlleva un grado de compromiso mutuo, se haga vida marital sin haber contraído matrimonio o no. [El DRAE da, entre otras acepciones, 'conjunto de dos personas, animales o cosas que tienen entre sí alguna correlación o semejanza, y especialmente el formado por hombre y mujer' y 'cada una de estas personas, animales o cosas considerada en relación con la otra', relacionadas con la que damos aquí, pero no tan específicas quizá].",,SLANG
partusa,"o partuza. f. lunf. Orgía, reunión en que tres o más personas realizan el coito. [El DRAE dice de orgía 'festín en que se come y bebe inmoderadamente y se cometen otros excesos', pero habitualmente se la usa para referirse a los ""excesos"" de tipo sexual. A su vez, trae partusa, con marca de uso en Chile: ""Fiesta o reunión descontrolada, que incluye bebidas alcohólicas y sexo""].",,SLANG
partusero,", ra, partuzero, ra o partucero, ra. adj., m. y f. lunf. Persona que gusta de participar en orgías.",,SLANG
pasquín,". m. Periódico de carácter sensacionalista y a veces calumnioso. [El DRAE da una definición similar, con marca de uso en El Salvador, Nicaragua, Uruguay y Venezuela].",,SLANG
pata,". adj. coloq. Compinche. (""Una amiga pata""). || f. coloq. Pie de una persona. (""Olor a patas""). || Pata de lana. loc. s. m. lunf. Amante de una mujer casada. (""El blues ese que hacían los Doors, Backdoor man, habla del pata de lana""). || Pata negra. loc. s. com. lunf. Policía de la provincia de Buenos Aires. || En cuatro patas. loc. adv. m. coloq. A cuatro patas, a gatas. || Cagarse en las patas. fr. coloq. gros. Asustarse mucho. || Meterle pata. fr. coloq. Apurarse, darse prisa. || Por abajo, o debajo de las patas. loc. adv. m. coloq. Fácilmente, sin mayor esfuerzo. [El DRAE da pata 'pierna de una persona' como coloquialismo; del mismo modo, meter alguien la pata 'hacer o decir algo inoportuno o equivocado'. El DIHA registra pata de ganso, pata de perro (también la da el DRAE, con marca de uso en México y Perú), pata de rana, dormir a pata ancha (el DRAE la da como argentinismo coloquial), hacer pata, hacer (la) pata ancha y verle las patas a la sota. El uso coloquial de las dos últimas es registrado por el DRAE en los países rioplatenses].",,SLANG
patín,". m. lunf. Prostituta, especialmente la callejera.",,SLANG
patinar,". intr. lunf. Dicho de una persona que ejerce la prostitución: esperar por sus clientes en las calles, bien caminando, bien en un lugar fijo. || [A Fulano] le patina, o le patina el embrague. fr. lunf. que denota que Fulano tiene problemas mentales o que se comporta de forma extravagante. [El DRAE apunta el sentido de 'despilfarrarse (gastar profusamente)' como pronominal con marca de uso coloquial en los países del Plata].",,SLANG
patineta,". f. Monopatín, tabla relativamente larga sobre ruedas, con la que se deslizan los niños tras impulsarse con un pie contra el suelo. [Para el DRAE, patineta o patinete es lo que nosotros llamamos monopatín y viceversa]. patón, na. adj., m. y f. coloq. Que tiene pies grandes. || f. Neumático de automóvil de tamaño mayor que el normal, con surcos anchos y profundos, apropiado para transitar por caminos de barro o similares.",,SLANG
patova,. m. lunf. Patovica.,,SLANG
patovica,. m. lunf. Individuo con los músculos muy desarrollados. || Empleado que vigila y cuida el orden en discotecas y lugares similares.,,SLANG
paty,". m. Hamburguesa, alimento en forma de medallón, de 1,5 cm de alto y 13 cm de diámetro, aproximadamente, cuyo ingrediente principal es la carne vacuna picada. || Sándwich que se hace con él. || Alimento de forma similar y otro ingrediente principal. || m. lunf. Areóla, círculo que rodea el pezón, en especial cuando es muy oscura. Se usa casi siempre en pl.",,SLANG
pedazo,. m. lunf. gros. Pene. || m. lunf. Gran cantidad de una cosa.,,SLANG
pegatina,. f. Acción de pegar carteles publicitarios en lugares públicos.,,SLANG
pelado,". m. lunf. gros. Pene. (""Ya te di de comer, ya te di de tomar... Ahora... ¡sentate en el pelado!""). || Pelado con polera. loc. s. m. lunf. gros. Pene.",,SLANG
pelpa,". m. lunf. Papel, hoja de papel. (""¿Dónde metiste el pelpa con los datos del tipo ese?""). || Papelina, paquete pequeño de papel que contiene una droga ilegal para su venta minorista. pendeviejo, ja. m. y f. coloq. lunf? Persona adulta que tiene comportamientos que se consideran propios de adolescentes o jóvenes.",,SLANG
péndex,. com. lunf. Persona joven. || adj. lunf. Propio de los jóvenes o referido a ellos.,,SLANG
pendorcho,". m. lunf. Objeto cuyo nombre se desconoce, se ha olvidado o cuya especie no puede develarse.",,SLANG
percanta,". f. lunf. desus. Mujer, considerada desde el punto de vista amatorio.",,SLANG
pergaminense,". adj., com. Natural de la ciudad de Pergamino, o del partido homónimo, en la provincia de Buenos Aires. || adj. Relacionado con ese partido o con esa ciudad.",,SLANG
pesebre,". m. lunf. gros. Vulva; por ext., vagina. || Bajar al, o visitar el pesebre. fr. lunf. gros. Realizar un cunnilingus.",,SLANG
pesificación,. f. Acción y efecto de pesificar.,,SLANG
pesificar,". tr. Convertir en deudas y depósitos bancarios en pesos aquellos que originalmente se pactaron en dólares, bien a valor nominal, bien con intereses. || Tomar medidas económicas tendientes a que el peso sea la moneda patrón de la economía.",,SLANG
pete,. m. Chupete. Se usa en lenguaje infantil. || lunf. Felación.,,SLANG
petear,". tr., intr. lunf. Realizar una felación. petero, ra. adj., m. y f. lunf. Persona que habitualmente estimula el pene de su amante con la boca. || Persona que disfruta haciéndolo o que lo hace muy bien. || adj. lunf. Relacionado con el pete.",“Una dedicación petera digna de aplauso”,SLANG
pichi,". adj., com. lunf. Pipiolo, principiante, inexperto. || Persona de poco rango en un escalafón, en su empleo, etc., o que no participa de la toma de decisiones. || Persona acusada de un delito con el cual no tiene relación. || Tonto, mentecato.",,SLANG
pijazo,. m. lunf. gros. Embestida que da el hombre al realizar el coito. || Situación desagradable.,,SLANG
pincha,". adj., com. coloq. Hincha del club Estudiantes, de La Plata. || adj. coloq. Relacionado con ese club. || adj., com. coloq. Hincha del club Estudiantes, de Buenos Aires. || adj. coloq. Relacionado con ese club.",,SLANG
pinchar,. intr. lunf. gros. Realizar el coito.,,SLANG
pincharrata,"o pincharratas. adj., com. coloq. Hincha del club Estudiantes, de La Plata. || adj. coloq. Relacionado con ese club.",,SLANG
pipí,. Pipí cucú. loc. adj. lunf. Hermoso.,,SLANG
piquete,". m. Corte de caminos, calles, etc., por parte de piqueteros. [El DRAE trae, entre otros, estos significados: 'grupo poco numeroso de soldados que se emplea en diferentes servicios extraordinarios'; 'pequeño grupo de personas que exhibe pancartas con lemas, consignas políticas, peticiones, etc.'; 'grupo de personas que, pacífica o violentamente, intenta imponer o mantener una consigna de huelga']. piquetero, ra. m. y f. Integrante de grupos organizados cuya acción más característica para protestar por la pérdida de empleos es el corte de caminos. || Integrante de grupos organizados cuya acción más característica para reclamar que se atiendan sus demandas políticas, sociales, etc.; obtener algún tipo de beneficio por parte del Estado; demostrar poder ante organizaciones similares, distintos sectores de la sociedad o esta en su conjunto, etc., es el corte de caminos. || adj. Referido a los piquetes o a los piqueteros.",,SLANG
pishar,". intr., prnl. lunf. Orinar.",,SLANG
pizzero,", ra [pisero o pitsero]. adj., m. y f. Persona que prepara pizzas. || Dueño o encargado de atender una pizzería. || Persona que gusta de comer pizza. || adj. Relacionado con la pizza, especialmente con su preparación. (""Molde pizzero""). [El DIHA asienta pizzera 'molde donde se hornea la pizza'].",,SLANG
play,"[plei]. m. En grabadores y reproductores de audio o de video, tecla que se pulsa para reproducir. || f. Consola de videojuegos. || Play off [plei of]. loc. s. m. En diversos deportes, serie de partidos en que se enfrentan dos equipos que se han clasificado por estar entre los mejores de una liga y en la que el perdedor queda eliminado. playero, ra. m. y f. Empleado que atiende al público en la playa de una estación de servicio.",,SLANG
plaza,". f. En una ciudad, pueblo, etc., terreno, generalmente del tamaño de una manzana, con jardines y arbolado para recreo y ornato. [La definición más cercana de plaza que da la Real Academia es 'lugar ancho y espacioso dentro de un poblado, al que suelen afluir varias calles'. La que doy está inspirada en la definición de parque].",,SLANG
pochoclo,". m. Palomita, roseta de maíz tostado y reventado.",,SLANG
pogo,". m. Forma de expresión corporal que se da en los recitales de rock, consistente en saltar con los dos pies y caer hacia adelante o hacia un costado, chocando con otra persona, o, simplemente, en empujarla sin saltar.",,IDIOM
pole,"[pol]. f. En automovilismo y motociclismo, primer lugar de salida en una carrera. || En esos deportes, mejor tiempo en la prueba que determina la posición de largada. || Pole position [pol posishion]. loc. s. f. Pole. || f. lunf. La mejor posición en un escalafón imaginario o no.","""Está en pole position para conseguir ese ascenso""",SLANG
pollerudo,". adj., m. coloq. despect. Varón sumiso a las decisiones femeninas. [Es la definición que da el DRAE, con marca de uruguayismo. Me parece más precisa que las ofrecidas por el DIHA: 'se dice del hombre que vive entre mujeres y suele ampararse en ellas' y 'apocado, cobarde'].",,SLANG
polvo,". m. lunf. Orgasmo, muy especialmente el que se goza en el coito. [El DRAE da la acepción de 'coito' como coloquialismo vulgar]. || Polvo de ladrillo. loc. s. m. Tierra batida, tierra muy fina y firmemente apisonada que se utiliza en las canchas de tenis.",,SLANG
portuñol,. m. Jerga híbrida que combina elementos del castellano y del portugués.,,JARGON
posta,". f. lunf. La pura verdad. (“En El Sol decía que lo habían desafectado, ¿cuál es la posta?”). En este y otros casos a veces se usa duplicado: “Con respecto a los del privado y sus fiestitas en Funes, yo también escuché muchas veces eso, pero jamás escuché la posta posta”. || adj. lunf. Dicho de una persona: cabal, excelente en su clase. (“Un macho posta la pone cuando haya que ponerla, no importa la hora ni lo que haya hecho antes o hará después”. “El mismo ojete que se tiene cuando conocés a alguien por chat y te ponés de novio/a o encontrás un amigo, pero amigo posta”). || Dicho de una cosa: cierta, verdadera; fiable, fidedigna. (""Vos sí que manejás info posta”. “¿Estos números son posta? Está creciendo el foro…”). || Dicho de una cosa: excelente, de muy buena calidad. (“La compu que estaba muy buena para jugar era la Commodore Amiga, con sonido posta posta”). || Dicho de un objeto: que es verdadero, y no una imitación. (“Es posta el perfumito ese, eh…”. “El oro es 24 quilates posta: nada de enchapado”). || adv. m. Verdaderamente, de verdad; en serio, sin engaño ni burla. || adv. m., adv. afirm. lunf. Seguramente, de modo seguro; ciertamente, con conocimiento claro y seguro de algo. || De posta. loc. adv. m. lunf. Realmente, verdaderamente, sin engaños. || Batir la posta. fr. lunf. Decir la verdad; contar algo con detalle y exactitud. (“Batí la posta, seguís frustrada con el salame ese”). || Dar un dato fidedigno. (“¿Querés que te bata la posta de por qué Marianito Closs lo criticaba todo el tiempo al Piojo López?”). || Tener la posta. fr. lunf. Tener o atribuirse un dato cierto y valioso sobre algo. (“No es por hacerme el groso, el capo, el que tiene la posta, pero esto lo dije hace dos meses”). || Tirar la posta. fr. lunf. Batir la posta.  potro, tra. f. lunf. Mujer atractiva, generalmente exuberante. || m. lunf. Hombre de físico muy atractivo.",“No sean turros y tiren la posta si saben algo”,SLANG
privado,. m. Departamento en que funciona un prostíbulo más o menos encubierto.,"""Los privados, como todos los prostíbulos, son ilegales en la Argentina, pero funcionan con el consentimiento de la policía, que les cobra suculentas coimas""",SLANG
procesadora,". f. Utensilio de cocina eléctrico con accesorios intercambiables y un recipiente con tapa, que se ajusta en el aparato, donde se introducen los alimentos para mezclarlos, rallarlos, pulverizarlos, amasarlos, etc.",,SLANG
prode,". m. Quiniela, apuesta en que deben acertarse los resultados de los partidos de fútbol.",,SLANG
profugarse,". prnl. Convertirse en prófugo, escapando de la justicia.",,SLANG
prontuario,. m. Registro de los antecedentes penales de una persona.,,SLANG
púa,". f. Aguja, especie de estilete que, al recorrer los surcos de los discos de los gramófonos, reproduce las vibraciones inscriptas en ellos. || Arma blanca rudimentaria. || Alambre de púa, o de púas. loc. s. m. Espino artificial, alambrada con pinchos que se usa para cercas. [La acepción de 'persona sutil y astuta' es registrada por el DRAE como coloquialismo. El DIHA trae meter (la) púa 'provocar intrigas, cizañear'].",,SLANG
puenting,". m. Actividad recreativa que consiste en arrojarse al vacío desde un puente o una estructura similar, provisto de uno o dos arneses, que se colocan en el pecho y la cintura, sujetados a una cuerda elástica amarrada a la estructura desde la que se salta, para hacer movimientos pendulares en el aire.  puntero, ra. m. y f. Caballo de carrera al que le gusta correr en la primera posición desde la largada. || m. y f. lunf. Vendedor minorista de drogas ilegales. || Caudillo de un local barrial de un partido político. [El DIHA trae 'peón que, en un grupo, sustituye al capataz en ausencia de este'; 'persona o animal que va delante de los demás componentes de un grupo' (la trae el DRAE con marca de uso en la Argentina, Bolivia, Paraguay, Perú y Uruguay); 'el que se halla en el primer puesto durante las competencias de velocidad' (el DRAE la da con un significado similar, usada en la Argentina, Bolivia, Chile y Colombia); 'en fútbol, delantero que se desempeña por los laterales' (dada por el DRAE, utilizada en la Argentina, Bolivia, Guatemala y Perú), y 'en los partidos políticos, persona que aporta votantes para las elecciones internas', definición que para mí no es tan precisa como la que ofrezco. El DRAE también trae 'en algunos deportes, delantero, jugador que forma parte de la línea delantera', usada en la Argentina, Bolivia, Chile, Guatemala, Perú y Uruguay, pero es una definición equivocada, al menos en cuanto a su uso en la Argentina].","""No hay que confundir el puenting con el salto vertical o bungee jumping""",SLANG
quebrarse,". prnl. coloq. Emocionarse, llorar. || Confesar, reconocer una persona la verdad de un hecho, generalmente contra sí misma. quemado, da. adj. coloq. Dicho de una cosa: que ha perdido originalidad. || adj., m. y f. lunf. Persona que tiene las facultades mentales disminuidas debido al consumo de sustancias que alteran el estado de conciencia. quemero, ra. m. y f. lunf. desus. Persona que, en los vaciaderos donde se quemaba la basura, recolectaba residuos que luego comercializaba. (""Era un mosaico diquero que yugaba de quemera""). || adj., m. y f. coloq. Hincha del club Huracán. (""Quemero: tu destino es el de Platense""). || adj. coloq. Relacionado con ese club.",,SLANG
quenchi,". adj. lunf. Caliente, que tiene o produce calor. || Caliente, sexualmente excitado.",,SLANG
quequenense,". adj., com. Natural de la ciudad de Quequén, en la provincia de Buenos Aires. || adj. Relacionado con esa ciudad.","""En las playas quequenenses, por la zona de Montepasubio""",SLANG
quía,". com. lunf. Sujeto, persona innominada. quichicientos, tas. adj. coloq. Tropecientos, muchísimos. quilmeño, ña. adj., m. y f. Natural del partido de Quilmes, o de la ciudad homónima, en el Gran Buenos Aires. || adj. Relacionado con ese partido o con esa ciudad.",,SLANG
raba,". f. Trozo de calamar rebozado y frito. Se usa más en pl. [Es lo que dice el DRAE, con marca de uso en Cantabria y el País Vasco].",,SLANG
rabona,". f. lunf. En el fútbol, jugada que consiste en pegarle a la pelota cruzando el pie con que se impacta por detrás del pie de apoyo. || Hacerse la rabona. fr. Hacer rabona o hacer novillos, dejar de asistir al lugar de obligación o, especialmente, a clase sin que se sepa en la casa.",,SLANG
racinguista,". adj., com. Hincha del Racing Club, de Avellaneda. || adj. Relacionado con ese club. rafaelino, na. adj., m. y f. Natural de la ciudad de Rafaela, en la provincia de Santa Fe. || adj. Relacionado con esa ciudad.",,SLANG
ragú,". m. lunf. Hambre, gana y necesidad de comer.",,SLANG
raid,"[raíd]. m. Ataque militar relámpago. || Ofensiva militar. (""Un nuevo raid del ejército israelí dejó decenas de muertos en los territorios palestinos""). || Hecho o, más frecuentemente, seguidilla de hechos que se realizan breve y sorpresivamente. (""Allí terminó su raid delictivo""). || Competición deportiva de resistencia, generalmente de automóviles o motocicletas, extensa y de carácter hazañoso y excepcional por las dificultades que presenta. || m. coloq. Visita relámpago.",,SLANG
rascalomos,". m. En los puentes ferroviarios, conjunto de cables pendientes para advertir a quienes viajaban en el techo de los vagones que se debían arrojar sobre este para no ser arrasados por la estructura del puente.",,SLANG
ratear,". intr. Dicho de un motor, de un vehículo automóvil o de cualquier otra máquina con motor: hacer un ruido que denota su mal funcionamiento.",,IDIOM
rating,"[reiting]. m. Resultado de la medición de la audiencia de un programa de televisión o de radio. || Por ext., esa audiencia.",,SLANG
raviol,". m. Raviole o ravioli, pasta alimenticia de harina, que se hace en forma de pequeños cuadrados rellenos de ricota, verduras, etc. Se usa más en pl. [El DIHA define 'pequeño sobre que contiene cocaína'; el DRAE, 'papelina3', que significa lo mismo]. rayado, da. adj. lunf. Enojado. [El DRAE trae 'desequilibrado', usada coloquialmente en la Argentina, Perú y Uruguay].",,SLANG
rayar,". tr. rur. Detener a la cabalgadura repentinamente cuando está lanzada a toda carrera. || intr. rur. desus. Dicho de la persona que atiende en un negocio, especialmente del pulpero: anotar las deudas de sus clientes con rayas que equivalían a un real. || prnl. lunf. Enojarse. [El DRAE trae la acepción de 'enloquecer (volverse loco)', usada coloquialmente en la Argentina, Chile y Uruguay. El DIHA trae 'enloquecer, trastornar', y esta última palabra, en el sentido de 'perturbar el sentido, la conciencia o la conducta de alguien, acercándolos a la anormalidad' es la que más se acerca a lo que interpreto cuando la escucho].",,SLANG
raye,". m. lunf. Exaltación del ánimo, producida generalmente por el enojo. || Locura, acción que, por su carácter anómalo, causa sorpresa. || Estado psicológico confuso o patológico.",,SLANG
reaje,". m. lunf. Conjunto de los reos u orres. [La da el DRAE, registrándola como uruguayismo coloquial].",,SLANG
recova,". f. Soportal, pórtico que tienen algunos edificios o manzanas de casas en sus fachadas para preservar del sol y la lluvia a los transeúntes. [La cuarta acepción que el DRAE da de esta palabra tiene marca de andalucismo: 'cubierta de piedra o fábrica que se pone para defender del temporal algunas cosas'].",,SLANG
recupero,". m. Recuperación, acción y efecto de recuperar, volver a tener lo que antes se poseía. || Reintegro, pago o cobro de un dinero o especie que se debe.",,SLANG
réferi,o referí. m. Árbitro de una competición deportiva.,,SLANG
rejilla,. f. Trapo rejilla.,,SLANG
remisería,". f. Agencia en la que se contratan remises, autos con chofer cuyo servicio se paga por kilómetro recorrido o por tiempo.",,REGIONAL_SLANG
remitente,". m. Remite, nota que se pone en los sobres, paquetes, etc., enviados por correo, en la que constan el nombre y la dirección de la persona que los envía. [Para la RAE, remitente es 'que remite' y 'persona cuyo nombre consta en el remite de un sobre o paquete'].",,REGIONAL_SLANG
remito,". m. Albarán, nota de entrega que firma la persona que recibe una mercancía.",,SLANG
rendir,". intr., tr. Dicho de un estudiante: someterse a examen.",,IDIOM
repollo,". Repollo colorado. loc. s. m. Lombarda o col lombarda, especie de berza muy semejante al repollo, pero menos cerrada, y de color encendido que tira a morado. repositor, ra. m. y f. En los supermercados, empleado que se encarga de que las góndolas de exhibición siempre estén completas.",,SLANG
retome,". m. Curva cerrada que lleva el camino en sentido opuesto. || En avenidas y rutas, desvío que permite continuar la marcha en el sentido de circulación opuesto. reventado, da. adj. lunf. Cansado, exhausto. (""Por las fiestas, cerramos a las once de la noche, y estoy reventada""). || f. lunf. Mujer lasciva, prostituta o no. [El DIHA trae 'muy deteriorado físicamente, por lo común a causa de alguna adicción' y 'se dice de la persona malintencionada e intratable', que también anota el DRAE como argentinismo]. ricotero, ra. m. y f. coloq. Seguidor del grupo de rock Patricio Rey y sus Redonditos de Ricota. || adj. coloq. Referido a ese grupo musical o a sus admiradores.",,SLANG
riocuartense,". adj., com. Natural de la ciudad de Río Cuarto, o del departamento homónimo, en la provincia de Córdoba. || adj. Relacionado con ese departamento o con esa ciudad.",,SLANG
riverplatense,". adj., com. coloq. Hincha del club River Plate. || adj. coloq. Relacionado con ese club.",,SLANG
