language_code,category,region_code,Term_Phrase_Item,notes,tags
es-AR,IDIOM,Argentina,azúcar impalpable,"Powdered sugar or icing sugar, a pulverized sugar used in confectionery and pastry making.  The entry also includes definitions for ""azuleño"" (native of or related to Azul, Buenos Aires province) and ""baboso"" (a colloquial term for a fawning or excessively obsequious person, particularly towards those of their preferred gender).","Argentina,Food,Informal"
es-AR,REGIONAL_SLANG,Argentina,babuchas,"Feminine plural noun. Loose women's trousers that fit elastically at the bottom of the leg, generally not reaching the ankle.  The expression ""a babuchas"" (adverbial locution) means ""on one's back"", ""on one's shoulders"", or ""on one's back"". The Royal Spanish Academy (RAE) defines ""babucha"" as a 'light, heelless shoe, mainly used by Moors'. The entry notes that ""a babuchas"" is colloquial usage in Argentina and Uruguay. The form 'a babuchas' is considered more usual than 'a babucha'.","Argentina,Uruguay,Clothing"
es-AR,SLANG,Argentina,baby,"In Argentina, ""baby"" [beibi dol] refers to a women's sleepwear garment.  It's described as a short, tight-fitting dress with a low neckline, covering the torso from the bust down, and held up by straps.","Clothing,Sleepwear,Argentina"
es-AR,INSULT,Argentina,bagarto,Masculine noun. Lunfardo (Argentine slang). Derogatory. Ugly person. Used especially to refer to women.,"Insult,Lunfardo,Argentina"
es-AR,REGIONAL_SLANG,Buenos Aires,"bahiense, balcarceño","""Bahiense"" is an adjective describing someone from Bahía Blanca city or its surrounding partido (district) in Buenos Aires province.  It can also refer to things related to that city or district.  ""Balcarceño"" is an adjective (masculine and feminine forms provided) describing someone from Balcarce city or its surrounding partido in Buenos Aires province. It can also refer to things related to that city or district. The example sentence provided for 'balcarceño' illustrates its usage in a context related to car racing, suggesting a potential regional association with this sport.","Argentina,Buenos Aires,Regional"
es-AR,SLANG,Argentina,banana,"Adjective, commonly used Lunfardo slang.  Refers to a person who exhibits mastery of situations and self-confidence, sometimes to the point of being arrogant.  The DIHA (Diccionario de lunfardo) registers a different meaning: 'a sly and opportunistic person', a meaning which the entry author has never encountered.","Lunfardo,Slang,Argentina"
es-AR,SLANG,Argentina,bancar,"Transitive verb (lunfardo). To wait for, give time or wait to someone. This is an extensive use of the meaning 'to support, put up with someone or something', given by the dictionaries we use as reference. They also register 'to maintain or support someone' and 'to take responsibility for, take charge of a situation', all used in Argentina and Uruguay, except for the last one, whose use is registered by the RAE only in Argentina.","Lunfardo,Argentina,Uruguay"
es-AR,SLANG,Argentina,baranda,Feminine noun. Lunfardo (lunf. - slang from the Buenos Aires underworld).  Unpleasant smell.,"Lunfardo,Slang,Argentina"
es-AR,SLANG,Argentina,bareca,"Masculine noun. Lunfardo (Argentine slang).  A cabaret, a place of nocturnal entertainment where people drink and watch a show featuring women who generally work as prostitutes.","Argentina,Slang,Nightlife"
es-AR,REGIONAL_SLANG,"San Carlos de Bariloche, Río Negro",barilochense,"Adjective.  Native of the city of San Carlos de Bariloche, or of the Bariloche department, in the province of Río Negro, Argentina.  Also, related to that department or city.","Argentina,Río Negro,Regional"
es-AR,SLANG,Argentina,barrenar,"Transitive and intransitive verb. To slide down the crest of a wave, generally holding onto a float.  By extension, to slide down the crest of a wave in a small boat or on a surfboard.","Surfing,Water Sports,Argentina"
es-AR,SLANG,Argentina,barulo,"According to the entry, 'barulo' (masculine noun) is Lunfardo slang.  The entry itself doesn't provide a definition, only indicating it's slang and possibly related to 'cabarulo'.  Further research into Lunfardo dictionaries would be needed to determine its precise meaning.","Lunfardo,Slang,Argentina"
es-AR,SLANG,Buenos Aires,beso,"""Beso de lengua"": A very passionate kiss where tongues are in contact.
""Beso negro"": A kiss given on another person's anus to sexually stimulate them.
""bestiún, na"": Lunfardo (Argentine slang) for a rude and ignorant person. The feminine form ""bestiuna"" is mentioned as being used in Buenos Aires, although not included in the DRAE (Spanish Royal Academy Dictionary). The DRAE lists ""bestiún"" as colloquial usage in Uruguay.","Slang,Argentina,Sexual"
es-AR,SLANG,Argentina,biandazo,"A forceful blow delivered by a criminal to a victim before robbing them.  The blow can be with a fist, a club (cachiporra), or a similar object.  The term is also used to refer to a very strong shot at a goal in a game (like football/soccer).  The entry indicates it's lunfardo (lunf. - lunfardismo), which is a type of Argentine slang originating in the underworld.","Argentina,Slang,Violence"
es-AR,SLANG,Argentina,biandún,Masculine noun. Lunfardo (Buenos Aires slang) and desusado (obsolete).  A 'biandazo' or 'viandazo' is a punch or blow that a criminal inflicts on a victim.,"Argentina,Slang,Criminal"
es-AR,SLANG,Argentina,biandunazo,"Masculine noun. Lunfardo (Argentine slang).  A punch. In football, an alternative or sometimes augmentative form of ""biandazo"", meaning a strong shot or kick.","Lunfardo,Argentina,Football"
es-AR,OTHER,Argentina,bicisenda,Feminine noun.  A demarcated sector on the side of a street or avenue exclusively for cyclists.,"Cycling,Infrastructure,Argentina"
es-AR,JARGON,Argentina,birdie,"In golf, a birdie is a score of one stroke less than par for a hole.  The definition provided is '[berdi]. m. En el golf, jugada que consiste en embocar la pelota en el hoyo empleando un golpe menos del par establecido para este.' which translates to '[berdi]. m. In golf, a play that consists of putting the ball in the hole using one stroke less than the par established for it.'","Golf,Sports,Jargon"
es-AR,SLANG,Argentina,birra,"Feminine noun, lunfardo (Argentine slang).  Means ""beer"".  The entry also includes the word ""blusero"", which means related to blues music. It can be an adjective describing something related to blues music, or a noun (masculine and feminine) referring to a blues musician, or an adjective describing a blues aficionado.","Slang,Argentina,Beer"
es-AR,SLANG,Argentina,bobe,Feminine colloquial term for a grandmother of Hebrew origin.,"Slang,Informal,Argentina"
es-AR,SLANG,Argentina,bobo,"In Argentinian Lunfardo slang, ""bobo"" means ""heart"" (corazón, músculo cardiaco) or ""wristwatch"" (reloj de pulsera).  The entry indicates it's a masculine noun.","Lunfardo,Argentina,Slang"
es-AR,SLANG,Argentina,boga,"Slang term used in Lunfardo (Argentine slang). It means ""lawyer"" or ""doctor of law"".","Lunfardo,Legal,Argentina"
es-AR,SLANG,Argentina,bogey,"The entry provides two meanings for ""bogey"":
1. In golf, a bogey is a score one stroke over par on a hole.  This is the standard definition.
2. In colloquial Argentine Spanish, specifically related to the Atlanta football club, ""bohemio"" (bohemian) is used as slang to refer to a fan of the club.  It can also be used adjectivally to describe anything related to the club.","Golf,Argentina,Football"
es-AR,SLANG,Argentina,bolacear,"In colloquial Argentinian Spanish, ""bolacear"" means to lie or to tell tall tales.  The entry notes that the DRAE (Diccionario de la Real Academia Española) and DIHA (Diccionario de Hispanoamericano) list ""bolacero"" (one who habitually lies or talks nonsense) as an Argentinism.","Argentina,Slang,Lie"
es-AR,SLANG,Argentina,bolche,"Adjective, commonly used in Lunfardo (Argentine slang).  Refers to a person who is politically left-wing or holds left-wing ideas.  The term is associated with the political left.","Argentina,Slang,Politics"
es-AR,SLANG,Argentina,boletear,"Transitive verb, lunfardo (Argentine slang). To murder, kill someone with premeditation.  The entry notes that the DRAE (Spanish Royal Academy Dictionary) and DIHA (Dictionary of Hispanic Americanisms) list 'boletear' as meaning 'to lie', a meaning the author was unaware of.  The entry also includes a separate definition for 'boliguayo'.","Slang,Argentina,Violence"
es-AR,SLANG,Argentina,bolonqui,"A lunfardo (Argentine slang) term meaning a quilombo (a chaotic situation), discussion, brawl, or disorder.  The entry also includes definitions for related terms:  'bolsero' (a person who sells or rents cell phones, sometimes illegally), which can also be used adjectivally to describe the phone itself; and 'boludo/a' (a colloquial term used as a form of address among young people who have a degree of familiarity, similar to 'dude' or 'mate', although dictionaries also note its use as meaning 'stupid' or 'unintelligent').","Lunfardo,Argentina,Slang"
es-AR,SLANG,Argentina,bombear,"Transitive and intransitive verb, lunfardo (Argentine slang) and gross (vulgar).  Primarily means ""to have carnal access.""  The DIHA (Diccionario de Hispanoamericanos) also lists obsolete meanings such as 'to watch the movements of cattle from a distance' and 'to scout ahead to reconnoiter the terrain and spy on the enemy.'  Both the DIHA and DRAE (Diccionario de la Real Academia Española) note its use in both countries of the Río de la Plata (Argentina and Uruguay) to mean 'in contests, competitions, tests, etc., for the referee or responsible person to harm one of the participants'.","Slang,Vulgar,Argentina"
es-AR,SLANG,Argentina,bombista,A person who plays the bombo (a large drum). This is slang.,"Argentina,Music,Slang"
es-AR,SLANG,Argentina,bombisto,"Masculine noun.  A man who plays the bombo (a type of drum), especially one who plays it in folk music groups.","Music,Folklore,Argentina"
es-AR,SLANG,Argentina,bombita,"Feminine noun.  Means ""small bomb"", but in slang it refers to an electric light bulb or lamp.","Slang,Argentina,Lightbulb"
es-AR,REGIONAL_SLANG,Buenos Aires,boquense,"Adjective. Person born or living in the La Boca neighborhood of Buenos Aires.  Also, related to that neighborhood.","Argentina,Buenos Aires,La Boca"
es-AR,SLANG,Argentina,bostero/bostera,"Adjective, masculine and feminine. Colloquial term for a fan of the Boca Juniors football club.  The example sentence shows its use:  ""Le toca al gallego tocar este son para una bostera"" (It's the Galician's turn to play this song for a Boca Juniors fan).  The entry also indicates that it can be used as an adjective related to the club.","Football,Argentina,Slang"
es-AR,SLANG,Argentina,colgar los botines,"Literally translates to ""hang up the boots.""  It means to abandon the practice of football (soccer). The phrase is used colloquially and also within Lunfardo (Argentine slang).  The example sentence shows its use in a broader context of abandoning an activity.","Football,Slang,Argentina"
es-AR,SLANG,,breca,"Adjective and noun used in Lunfardo (Argentine slang). As an adjective, it means grumpy, bad-tempered, aggressive. As a noun, it means a cabaret.  The example sentence illustrates its use in the context of a potentially exploitative cabaret: 'Don't even think about taking her to a breca; everything is very fast, and they want to take all your money.'","Lunfardo,Argentina,Slang"
es-AR,OTHER,Argentina,brócoli,"Broccoli or bróculi, a variety of common cabbage whose flowers are dark green.","Food,Vegetable,Spanish"
es-AR,SLANG,Argentina,bruja,"Female noun. Lunfardo (Argentine slang).  Refers to a woman with whom one has a romantic relationship.  The example sentence, ""La bruja me está marcando de cerca"", translates to ""The girlfriend/woman is watching me closely"" or ""My girlfriend is keeping a close eye on me"".  The term carries a connotation of close attention, possibly possessiveness, but not necessarily negative.","Lunfardo,Slang,Relationship"
es-AR,SLANG,Argentina,bulo,"Masculine noun. Lunfardo slang term for 'apartment', especially a bachelor's apartment.","Lunfardo,Slang,Argentina"
es-AR,SLANG,Argentina,bulto,"Masculine noun. Lunfardo slang for penis, especially when noticeable under clothing.  ""Al bulto"" (adverbial locution) means approximately, without prior calculation; haphazardly, rashly.","Slang,Argentina,Lunfardo"
es-AR,SLANG,Argentina,cabarulo,"Masculine noun. Lunfardo (Argentine slang).  A cabaret, a place of nocturnal entertainment where people drink and watch a show featuring women who generally work as prostitutes.","Argentina,Slang,Nightlife"
es-AR,SLANG,Argentina,cabarute,"Masculine noun. Lunfardo slang for ""cabaret"".","Slang,Lunfardo,Argentina"
es-AR,SLANG,Argentina,"cabrio, cabrón, cachivachero","The entry contains three terms:

* **cabrio:**  'Cabriolé', meaning a convertible car.
* **cabrón:**  A lunfardo (Argentine slang) term for a person with a bad character.  The DRAE (Spanish Royal Academy Dictionary) lists this as a Mexicanism and also notes its use to mean 'person who does bad things', without regional marking.
* **cachivachero:** A colloquial term for a person who keeps unnecessary things. The DRAE only registers its use in Chile, Cuba, and Uruguay.","Slang,Argentina,Lunfardo"
es-AR,SLANG,Argentina,cachufleta,"Feminine noun. Lunfardo (Argentine slang). Vulgar. Vulva; by extension, vagina.","Slang,Vulgar,Argentina"
es-AR,SLANG,Argentina,cachuzo,"Adjective used in Lunfardo (Argentine slang).  Describes something as worn out or deteriorated. When referring to a person, it means aged and infirm. The spelling with 'z' is significantly more common (two-thirds of Google searches) than the spelling with 's'.","Lunfardo,Slang,Argentina"
es-AR,SLANG,Argentina,cafishio,"Lunfardo term meaning 'pimp' or 'someone who profits from the effort of others'.  The entry notes that similar terms exist in other Spanish-speaking regions:  'cafisho' (Uruguay), 'cafiche' (Chile, used derogatorily), and 'caficho' (Argentina and Peru).  The definition includes both the meaning of 'pimp' and 'one who lives at the expense of others or benefits from their effort'.","Lunfardo,Argentina,Slang"
es-AR,SLANG,Argentina,cagar,"The verb 'cagar' in Argentinian Spanish (es-AR) has multiple meanings, all considered vulgar or informal (lunf. gros.).  Its core meaning is to 'defeat someone' in a competition.  Other meanings include: to die ('cagar fuego'), to severely damage or destroy something, to severely reprimand someone ('cagar a pedos'), to beat someone up ('cagar a palos, a patadas, o a trompadas'), to have a large quantity of something ('cagarse de [algo]'), to be very scared ('cagarse en las patas', 'cagarse todo'), and to greatly harm someone ('hacer cagar').  The phrase 'mandar a cagar' means to insult or respond rudely.  The entry notes discrepancies between different dictionaries, with some listing 'perjudicar, defraudar a alguien' (to harm, defraud someone) and 'matar a una persona' (to kill a person), while others include meanings such as 'to stain, tarnish, spoil something' and 'to be cowardly'.  The pronominal use with 'en' expresses contempt or anger.","Vulgar,Informal,Argentina"
es-AR,SLANG,Argentina,cagazo,"Masculine noun. Lunfardo slang for 'susto' (scare, fright).  Implies a sudden and intense fright.","Scare,Fright,Lunfardo"
es-AR,SLANG,Argentina,cajeta,"Vulva; by extension, vagina.  This is a slang term, marked as lunfardo (lunf. gros.), indicating it belongs to the Lunfardo dialect, a type of Argentine slang originating in the underworld of Buenos Aires. The abbreviation 'gros.' likely indicates it's a coarse or vulgar term.","Vulgar,Slang,Lunfardo"
es-AR,OTHER,Argentina,calzone,"A type of pizza, reputedly originating from Naples, characterized by its form, which is achieved by folding the dough over itself with the ingredients already arranged, so that it results in a kind of giant empanada.","Food,Pizza,Argentina"
es-AR,SLANG,Argentina,camisetear,"In football and other contact sports, to grab a rival player by their shirt, preventing them from moving freely. This is a colloquial term.","Football,Sports,Slang"
es-AR,SLANG,Argentina,camperón,A larger or warmer type of campera (jacket).  The definition implies that 'camperón' distinguishes itself from a regular 'campera' by being either significantly larger in size or providing more warmth.,"Clothing,Informal,Argentina"
es-AR,SLANG,Argentina,Sacar a alguien canas verdes,"To cause someone worry and displeasure with continuous setbacks.  While the DRAE (Spanish Royal Academy Dictionary) lists it as colloquialism used in Peru and Uruguay, this entry suggests its use in Argentina. Meanings related to the police are found in reference dictionaries.","Informal, Worry,Setbacks"
es-AR,SLANG,Rosario,canalla,"Adjective, common colloquialism.  Fan of the Rosario Central football club.  Also, colloquially, related to that club.","Football,Rosario Central,Argentina"
es-AR,SLANG,Argentina,cantito,"A colloquial term referring to verses sung by a more or less large group of people (football fans, attendees of a political event, etc.) to the tune of a known song.  These verses express support for their own side, discontent, or any other demand or mood.  The entry also notes that 'cantito' can refer to a peculiar accent of speech in a specific region.","Argentina,Football,Chant"
es-AR,SLANG,Argentina,capanga,"Boss, person who commands or has power.  The DRAE (Spanish Royal Academy Dictionary) marks its use in the Guaraní area, Bolivia, and Uruguay, with the meaning of 'person who performs the functions of a foreman, sometimes behaving violently'. The DIHA (Dictionary of Hispanic Americanisms) also geographically limits it to the northeast, recording the meaning of 'foreman, bodyguard, thug'.","Informal,Power,Violence"
es-AR,SLANG,Argentina,capocha,"Female noun. Lunfardo slang for ""head of a person"".","Slang,Lunfardo,Argentina"
es-AR,SLANG,Argentina,capocheta,"Feminine form of 'capocheta'. Lunfardo slang.  The provided entry only gives 'Capocha' as a possible related term, without further definition.","Lunfardo,Slang,Argentina"
es-AR,SLANG,Argentina,careta,"The word ""careta"" has multiple meanings in Argentinian Lunfardo slang.  It can mean: 1) shameless, brazen, impudent; 2) false, hypocritical, someone who pretends to be something they are not; 3) a formal person; 4) someone who doesn't use drugs; 5) a cigarette.  The phrase ""estar o andar careta"" means to not be under the influence of (usually illegal) drugs at that moment, or not to be carrying them. The DIHA (Diccionario de Hispanoamérica) only lists the meaning of 'shameless'.","Lunfardo,Argentina,Slang"
es-AR,SLANG,Argentina,caretear,"Intransitive verb (lunfardo): To act falsely or hypocritically; to represent oneself as something one is not.  To try to attract the attention of others by showing off, making oneself seen in places considered important, transcendent, appropriate, fashionable, or implying some kind of belonging. To appear or show oneself in the media out of convenience, interest, etc. Transitive verb (lunfardo): To try to obtain a good or service for free or at a discount. To deceive, lie. To feign, simulate, pretend.","Lunfardo,Argentina,Deception"
es-AR,SLANG,Argentina,caretez,"Feminine noun. Lunfardo (Argentine slang).  Means 'false appearance', 'hypocrisy', or 'pretense'. The provided example sentence illustrates its use in a context where the speaker suggests that even outward displays of arrogance or bravado ('caretez') will be meaningless in the face of death or overwhelming circumstances.  The use of 'lunfardo' indicates its origin in the underworld or working-class culture of Buenos Aires.","Lunfardo,Slang,Argentina"
es-AR,SLANG,Argentina,carilina,A disposable paper handkerchief.  The term is slang.,"Slang,Argentina,Disposable"
es-AR,SLANG,Argentina,caripela,Feminine noun. Lunfardo (Argentine slang).  Means 'face' or 'rostro' (face).,"Slang,Argentina,Lunfardo"
es-AR,SLANG,Argentina,cartonear,"Intransitive verb. To collect recyclable waste, especially paper and cardboard, generally from garbage bags before they are collected, in order to later sell it.  The entry cites the DIHA (presumably a dictionary or lexicon) definition: ""Person who collects and selects cardboard or other materials from the trash for sale.""","Recycling,Informal,Argentina"
es-AR,SLANG,Argentina,cartoneo,"The action and effect of 'cartonear' (to collect cardboard).  The example sentence, ""Una iniciativa ayuda a sacar a los chicos del cartoneo"", translates to ""An initiative helps get the kids out of cardboard collecting.""  This implies that 'cartoneo' refers to the act of scavenging cardboard, often associated with poverty or informal recycling.","Poverty,Recycling,Informal"
es-AR,OTHER,Argentina,Casa rodante,"Literally ""rolling house.""  It refers to a caravan or a vehicle equipped for cooking and sleeping, with its own motor or towed by a car.","Vehicle,Travel,Camping"
es-AR,SLANG,Argentina,cascarudo,Generic name used to designate certain beetles.,"Insect,Slang,Argentina"
es-AR,SLANG,Argentina,chabón,"The word ""chabón"" has multiple meanings and usages in Argentinian Lunfardo (Argentine slang). It can mean:

1. **A clumsy or slow man:** This is an older, less common usage.
2. **A prostitute's client:**  Another older, less frequent meaning.
3. **An unnamed person or individual:**  This is a common usage, often used as a generic term for ""guy"" or ""person"" (e.g., ""¿Qué quería el chabón ese?"" - ""What did that guy want?"").
4. **A term of address among young people:** Used informally between young people who have a degree of familiarity.  The example provided, ""Dale, chabón, ponete las pilas"", translates roughly to ""Come on, dude, get a move on"".

The word's usage varies depending on context and the speaker's intent.  Its meaning has evolved over time, with the generic ""person"" and informal address uses being most prevalent currently.","Lunfardo,Informal,Argentina"
es-AR,REGIONAL_SLANG,"Chacabuco, Buenos Aires",chacabuquense,"Adjective.  Native of the city of Chacabuco, or of the homonymous district, in the province of Buenos Aires.  Also, related to that district or that city.","Argentina,Buenos Aires,Chacabuco"
es-AR,SLANG,Argentina,champú,"In Lunfardo (Argentine slang), ""champú"" means ""champagne"" (sparkling wine) or ""reprimand"".  The entry indicates a dual meaning.","Lunfardo,Argentina,Slang"
es-AR,SLANG,Argentina,chamuyar,"Intransitive verb (lunfardo): To speak or write with persuasive intent, seeking approval, etc., but lacking solid arguments or knowledge.  Transitive verb (lunfardo): To flirt, to say sweet nothings to someone with the purpose of seducing them. Transitive/Intransitive verb (lunfardo): To lie.  The DIHA (Diccionario de la Lengua Española Histórica) prefers the form with 'elle' and presents 'to speak, particularly to convince about something' and 'to date, to flirt'. The DRAE (Diccionario de la Real Academia Española) registers 'chamullar', only marked as colloquialism, with the meaning 'to speak', and 'chamuyar', marked as Uruguayanism with the meaning 'to say chamuyos' (chamuyos being a related term implying deceitful or flattering talk).  The term carries connotations of insincerity and manipulative speech.","Lunfardo,Argentina,Seduction"
es-AR,SLANG,Argentina,changuito,"A small cart provided by supermarkets for customers to transport merchandise within the establishment.  The term is used interchangeably with 'chango'. While 'chango' can mean 'child' or 'boy', in this context it refers to a small, two-wheeled cart used to carry groceries. The Royal Spanish Academy (DRAE) includes 'chango' in this sense, marking it as Argentinian slang.","Argentina,Supermarket,Shopping"
es-AR,INTERNET_SLANG,Argentina,chatarra,"Feminine noun meaning ""low quality"". Used in apposition: ""Literatura chatarra"" (junk literature).  The provided definition notes that the DRAE (Diccionario de la Real Academia Española) limits its use to Mexico and Uruguay. However, given the context of the lingo entry and the language code 'es-AR', it's included here as potentially used in Argentina, though its prevalence there is unclear based on the source.","Low-quality,Informal,Internet"
es-AR,INTERNET_SLANG,Argentina,chatear,Intransitive verb. To communicate through a computer network with one or more people with immediate emission and reception of what is written.,"Internet,Communication,Slang"
es-AR,REGIONAL_SLANG,Argentina,chechear,"Transitive and intransitive verb. To speak to someone using the vocative ""che,"" which implies a degree of familiarity or confidence.  The entry also includes a separate definition for ""checheno/a"" (adj., m. and f.):  A native of Chechnya; related to this nation in the Caucasus.  The inclusion of ""checheno/a"" seems to be a lexicographical coincidence within the same entry and not directly related to the slang meaning of ""chechear.""","Argentina,Informal,Vocative"
es-AR,SLANG,Argentina,checonato,"Lunfardo slang term for 'cheque' (check) or 'auto' (car), 'coche' (car).  The entry indicates it's a masculine noun.","Lunfardo,Argentina,Slang"
es-AR,SLANG,Argentina,chiche bombón,"The term 'chiche bombón' is a lunfardo (Argentine slang) expression meaning ""beautiful"" or ""gorgeous.""  The entry notes that the word 'chiche' itself has multiple meanings according to the DRAE (Diccionario de la Real Academia Española) and DIHA (Diccionario de Hispanoamérica) including 'small, delicate, pretty' (used in Southern Cone countries), 'woman's breast' (used in Northwest Argentina), 'toy', and 'delicate, pretty, and usually small thing'.  The usage example provided is ""El departamento quedó chiche bombón"" (The apartment became chiche bombón), illustrating its use to describe something beautiful.","Lunfardo,Slang,Argentina"
es-AR,SLANG,Argentina,chiflete,"A slang term (lunf. - lunfardo) for a current of cold air, especially one that passes through an opening.","Slang,Argentina,ColdAir"
es-AR,SLANG,Argentina,chinoca,"In Lunfardo (Argentine slang), ""chinoca"" refers to a person of Asian descent.  As an adjective, it can also refer to countries with predominantly Asian populations, or to their culture and characteristic traits.","Lunfardo,Argentina,Slang"
es-AR,SLANG,Argentina,chizito,"Small, yellow, cylindrical snack made of corn flour, cheese, and salt, approximately 1.5 cm in diameter and no more than 4 cm long.  It's typically used in the plural.  In Lunfardo (Argentine slang), it's also a vulgar slang term for a small penis.","Food,Slang,Argentina"
es-AR,SLANG,Argentina,choborra,"Adjective, commonly used lunfardo (Buenos Aires slang).  Means 'drunk', 'intoxicated by drink', or 'one who habitually gets drunk'.","Slang,Argentina,Lunfardo"
es-AR,SLANG,Argentina,chochán,"The word ""chochán"" has two meanings in Argentinian Lunfardo slang.  1. It refers to a fat person (""Al final, tu amigo era un chochán"" - In the end, your friend was a fat guy). 2. It can also mean a transport inspector who controls the service of a means of transport.  The entry also includes the related term ""choto"", which has multiple meanings: a vulgar term for penis; an adjective describing something ugly, unpleasant, or of poor quality (""Cada libro choto que leés es uno excelente que te perdés"" - Every crappy book you read is an excellent one you're missing); an adjective describing a person as mean or miserable; and an adjective/noun referring to a man suffering from impotence, often used in the expression ""viejo choto"" (old choto), which also disparagingly refers to an elderly person in general. The DIHA dictionary lists 'chota' (related to choto) as meaning 'penis' and marks it as vulgar.","Lunfardo,Slang,Argentina"
es-AR,OTHER,,chukker,"In the context of Argentine Spanish ('es-AR'), ""chukker"" ([cháker]) refers to a seven-minute period in a polo match.  The number of chukkers in a match can vary, with a maximum of eight, as determined by the tournament committee.  The entry also includes a second term, ""chunca"", meaning calf (of the leg) or leg (lower extremity).  The use of ""chunca"" is noted as more common in the plural and is exemplified by the phrase: ""1º 'B' Polimodal del Milagro, mostrando las chuncas"" (1st 'B' Polimodal of El Milagro, showing the calves/legs). This suggests a possible regional or contextual usage of 'chunca' within a specific school or group.","Sports,Polo,Argentina"
es-AR,SLANG,Argentina,ciber,"Shortened form of ""cibercafé"" (cybercafé).  It refers to an internet café.","Internet,Cafe,Argentina"
es-AR,SLANG,Argentina,cibercafé,A commercial establishment where clients use personal computers for a set period of time and also offers a cafeteria service.  The definition emphasizes the dual nature of the business: internet access and cafe services.,"Internet,Cafe,Argentina"
es-AR,OTHER,Argentina,ciboulette,"“[sibulet]. amb. Planta perenne de la familia de las Liliáceas, de hojas tubulares y flores violadas en umbela, que se usa como condimento. Allium schoenoprasum. [No sé si es lo que el DRAE define como cebollino, ajo cebollino o cebollana. El DIHA dice que la cebolla de verdeo es lo que el DRAE llama cebolleta].  This entry describes ciboulette as a perennial plant of the Liliaceae family, with tubular leaves and violet flowers in umbels, used as a condiment.  It's scientifically identified as Allium schoenoprasum. The author expresses uncertainty about whether it corresponds to the definitions of cebollino, ajo cebollino, or cebollana in the DRAE (Spanish Royal Academy Dictionary), noting that the DIHA (another dictionary) equates cebolla de verdeo with what the DRAE calls cebolleta.","Plant,Culinary,Argentina"
es-AR,OTHER,Argentina,ciclovía,A demarcated sector on the side of a street or avenue exclusively for cyclists.,"Cycling,Infrastructure,Urban Planning"
es-AR,OTHER,Argentina,cierre,"A zipper; a pair of flexible strips fitted with teeth that can be engaged and disengaged to close garments, bags, and similar items.  The DRAE (Spanish Royal Academy Dictionary) lists it as 'cremallera' (zipper) with usage marked in Uruguay and Venezuela. With the same meaning and usage marked in Argentina, Peru, and Uruguay, it's also given as 'cierre relámpago' (lightning zipper).","Zipper,Clothing,Argentina"
es-AR,OTHER,Argentina,cinta scotch,"Transparent cellulose or plastic tape, one or two centimeters wide, adhesive on one side, used for sticking various materials, especially paper.  Also refers to a wider, more resistant packing tape, usually brown.","Tape,Packaging,Argentina"
es-AR,SLANG,Argentina,cliquear,Intransitive verb. To press a button on a computer mouse. This is slang in Argentine Spanish.,"Slang,Computer,Argentina"
es-AR,SLANG,Argentina,cobani,Lunfardo slang term for a police officer.,"Argentina,Slang,Police"
es-AR,SLANG,Argentina,cocinero,"In Lunfardo slang, 'cocinero' means 'five', or 'half of ten'.  The DIHA (Diccionario de lunfardo) indicates it's an older term referring to a five-peso bill.","Lunfardo,Slang,Argentina"
es-AR,SLANG,Argentina,coequiper,"Coequiper ([coequíper]).  Means teammate, a person who forms a team with another. In elections, it refers to a running mate, especially the vice-presidential candidate.  More generally, it can mean companion, a person who accompanies another for some purpose.","Team,Politics,Informal"
es-AR,SLANG,Argentina,coiffeur,"A slang term for ""peluquero"" (hairdresser).  The entry provides the pronunciation as [cuafer], indicating a phonetic transcription of how it's pronounced in Argentine Spanish.","Hairdresser,Slang,Argentina"
es-AR,SLANG,Argentina,cola,"The word ""cola"" in Argentinian Spanish colloquially means ""buttocks"" or ""rear end"", as evidenced by the example sentence: ""No se animaba a tener relaciones por la cola"" (He/She didn't dare to have relations because of the rear end).  The entry notes that the Spanish Royal Academy (DRAE) lists this usage as a colloquial euphemism in Argentina, Colombia, and Uruguay.  However, the DRAE also lists a different meaning, without regional marking, referring to a 'line of people waiting their turn'. The DIHA (another dictionary) adds a third meaning: 'being last in a competition or contest'.  The entry also mentions a fourth meaning, again without regional marking, referring to a selection of film clips shown before a movie's premiere.","Euphemism,Colloquial,Argentina"
es-AR,UNIQUE_CONCEPT,Argentina,colectivo,"A colectivo is an Argentine invention from the late 1920s, referring to a type of public transportation vehicle.  The definition evolves through different vehicle sizes: initially a car adapted to carry up to ten passengers on a fixed urban route; later, a larger vehicle (often a truck chassis) carrying 11-25 passengers (some standing); and finally, a bus-like vehicle carrying around 30 passengers (some standing).  The entry contrasts 'colectivo' with 'ómnibus' (bus), noting that the distinction was clearer before the 1960s, but both are now encompassed under the broader term 'autobús' (bus). The entry highlights the evolution of the 'colectivo' and its unique place in Argentine culture.","Argentina,Transportation,Public Transport"
es-AR,SLANG,Argentina,combi,A female noun referring to a commercial automobile used to transport goods or approximately fifteen passengers.  The entry explicitly marks it as slang.,"Argentina,Slang,Transportation"
es-AR,SLANG,Argentina,combinación,"Primarily, it refers to the transfer or connection between subway lines.  It also means the correspondence or communication between two or more subway lines.  The entry notes an obsolete meaning: a set of a bodice and panties (a woman's undergarment set). The Royal Spanish Academy (DRAE) defines it as a garment worn by women over underwear and under a dress.","Subway,Argentina,ObsoleteMeaning"
